0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.001488095238095238,0.040359740187642254,0.0003367502256226512,0.9827451499702046,0.016993957703927493,0.01661631419939577,0.0004847603183140113,0.000754166364568552,0.9656785578424698,0.015480253534861044,0.01478953356086462,0.0022779043280182236,0.015873015873015872,0.05555555549999999,1.0,0.3547486033519553
0.000496031746031746,0.04030422472658635,0.00036369024367246324,0.9826259683506587,0.014728096676737162,0.014728096676737162,0.0006537650392414644,0.0007154546490310418,0.9657750370400032,0.016938078985860555,0.016938078985860555,0.0011389521640091116,0.0,0.0,1.0,0.08659217877094973
0.000496031746031746,0.04043376080238346,0.00035022023464755723,0.9827319075680327,0.017371601208459216,0.017371601208459216,0.0006248194793036134,0.0007962443162397588,0.9656504024346294,0.016333495855680155,0.016333495855680155,0.0011389521640091116,0.0,0.0,1.0,0.05865921787709497
0.000992063492063492,0.04039675049501286,0.0003771602526973693,0.9827319075680327,0.017119838872356498,0.015105740181268885,0.0004730887215648778,0.0010487120262669995,0.9655002402594802,0.01462701121404193,0.008776206728425159,0.0,0.031746031746031744,0.33333333333333337,1.0,0.08659217877094973
0.001984126984126984,0.04039675049501286,0.0003771602526973693,0.9826789379593458,0.017522658610271906,0.018882175226586105,0.0,0.001835893399069883,0.9636407319905498,0.01184462863643751,0.025662278563302457,0.003416856492027335,0.015873015873015872,0.04166666666666666,1.0,0.019553072625698324
0.005952380952380952,0.040359740187642254,0.0003771602526973693,0.9827319075680327,0.017778294212990937,0.017371601208459216,0.0003275828154256802,0.0011626461723305745,0.9654401753894205,0.016409756341621975,0.0146432634487242,0.013667425968109338,0.0,0.0,1.0,0.6871508379888268
0.14533730158730157,0.0,0.008405285631541373,0.8588359928491027,0.012508477711480365,0.022658610271903325,0.12151330499780887,0.014215874133841547,0.9623243102550755,0.034720898274012674,0.022525597269624574,0.20273348519362186,0.20634920634920634,0.10707635016666664,1.0,0.23743016759776536
0.000992063492063492,0.04041525564869816,0.0006465604331954902,0.9824670595245977,0.017371601208459216,0.015861027190332326,0.0006376582357276602,0.0013050638549100438,0.9652524726704841,0.016918576304241834,0.015650901999024865,0.0011389521640091116,0.015873015873015872,0.08333333333333334,1.0,0.05027932960893855
0.0,0.04045226595606876,0.00030981020757283906,0.9827716347745481,0.017371601208459216,0.017371601208459216,0.0006718949195251185,0.0006803681108682817,0.9658199605574019,0.01708109865106452,0.01708109865106452,0.0,0.0,0.0,1.0,0.0
0.0,0.040248709265530445,0.00016164010829887256,0.9826259683506587,0.00906344410876133,0.00906344410876133,0.000647695808931915,0.00064010274788445,0.9657810435270091,0.0160702096538274,0.0160702096538274,0.0,0.0,0.0,1.0,0.0
0.0,0.040359740187642254,0.00024246016244830883,0.9827054227636893,0.013595166163141995,0.013595166163141995,0.0006635691805107366,0.0006665147544719152,0.9658065710967845,0.01673330082886397,0.01673330082886397,0.0,0.0,0.0,1.0,0.0
0.0,0.04002664742130683,0.0,0.9824670595245977,0.0,0.0,0.0003750473088721564,0.00018643769355857767,0.9653425699755736,0.004680643588493417,0.004680643588493417,0.0,0.0,0.0,1.0,0.0
0.001984126984126984,0.04047077110975406,0.0006465604331954902,0.9826259683506587,0.01812688821752266,0.00906344410876133,0.0006831774630492809,0.0012242741877013267,0.9655843310775637,0.017552413456850317,0.010960507069722087,0.0,0.06349206349206349,0.6666666666666666,1.0,0.08659217877094973
0.000496031746031746,0.04047077110975406,0.00035022023464755723,0.9827583923723763,0.01812688821752266,0.01812688821752266,0.0006831774630492809,0.0010862585062197685,0.9654639510671525,0.017552413456850317,0.017552413456850317,0.0,0.015873015873015872,0.16666666666666666,1.0,0.0111731843575419
0.000496031746031746,0.04047077110975406,0.0003367502256226512,0.9827716347745481,0.01812688821752266,0.01812688821752266,0.0006831774630492809,0.0007378530663821765,0.9658006897449245,0.017552413456850317,0.017552413456850317,0.0,0.015873015873015872,0.16666666666666666,1.0,0.002793296089385475
0.0,0.04045226595606876,0.00030981020757283906,0.9827716347745481,0.017371601208459216,0.017371601208459216,0.000660223322775985,0.0006609475177892632,0.9658011902855084,0.016593531610596457,0.016593531610596457,0.0,0.0,0.0,1.0,0.0
0.0,0.04045226595606876,0.00030981020757283906,0.9827716347745481,0.017371601208459216,0.017371601208459216,0.0005995310196804908,0.0005599604337783669,0.9657035848716614,0.014058183000162523,0.014058183000162523,0.0,0.0,0.0,1.0,0.0
0.0,0.04045226595606876,0.00030981020757283906,0.9827716347745481,0.017371601208459216,0.017371601208459216,0.0006446611937771403,0.0006350533936839051,0.9657761632563168,0.015943442223305706,0.015943442223305706,0.0,0.0,0.0,1.0,0.0
0.0,0.04045226595606876,0.00030981020757283906,0.9827716347745481,0.017371601208459216,0.017371601208459216,0.0006399925550774869,0.0006272851564522978,0.9657686551475594,0.01574841540711848,0.01574841540711848,0.0,0.0,0.0,1.0,0.0
0.000496031746031746,0.04041525564869816,0.00030981020757283906,0.9827583923723763,0.016993957703927493,0.016993957703927493,0.0005676286552328592,0.0006350533936839051,0.9657142213590678,0.015138956606533398,0.015138956606533398,0.0011389521640091116,0.0,0.0,1.0,0.002793296089385475
0.001488095238095238,0.04047077110975406,0.00035022023464755723,0.9827583923723763,0.01812688821752266,0.01812688821752266,0.0006894023146488187,0.0008635690389136896,0.9656791835181996,0.017617422395579393,0.017682431334308468,0.003416856492027335,0.0,0.0,1.0,0.1340782122905028
0.000496031746031746,0.04041525564869816,0.00030981020757283906,0.9827583923723763,0.016993957703927493,0.016993957703927493,0.00031863459125134453,0.00047968864905175714,0.9654639510671525,0.00993824150820738,0.00993824150820738,0.0011389521640091116,0.0,0.0,1.0,0.17318435754189945
0.0,0.04045226595606876,0.00030981020757283906,0.9827716347745481,0.017371601208459216,0.017371601208459216,0.0005839688906816461,0.000534066309673009,0.9656785578424698,0.01340809361287177,0.01340809361287177,0.0,0.0,0.0,1.0,0.0
0.0,0.04045226595606876,0.00030981020757283906,0.9827716347745481,0.017371601208459216,0.017371601208459216,0.0006213180002788733,0.0005962122075258682,0.9657386227125295,0.014968308142369576,0.014968308142369576,0.0,0.0,0.0,1.0,0.0
0.0,0.04045226595606876,0.00030981020757283906,0.9827716347745481,0.017371601208459216,0.017371601208459216,0.0006306552776781801,0.000611748681989083,0.9657536389300444,0.015358361774744027,0.015358361774744027,0.0,0.0,0.0,1.0,0.0
0.000496031746031746,0.04047077110975406,0.0004041002707471814,0.9827054227636893,0.01812688821752266,0.01812688821752266,0.0006831774630492809,0.0008972314002506551,0.9656466483802506,0.017552413456850317,0.017552413456850317,0.0,0.015873015873015872,0.16666666666666666,1.0,0.05307262569832402
