0,1,2
-0.31363599241036144,-0.18411758927919086,0.92202536783468
-0.14428234511890253,-0.38847853832458573,0.8761605119168078
-0.1251302767287158,-0.40841031167178354,0.8722705147113644
-0.08704309503501664,-0.3374338725155222,0.9189166574570032
-0.08552360846022554,-0.42505757747941575,0.8742259576715161
-0.547714302872493,0.047699104657728426,0.9616212640376293
-0.00734157573474019,-0.06929303508853735,0.9887061964894778
-0.10203180612672226,-0.39899305265478985,0.88293168539408
-0.08566301470029859,-0.45095712357359913,0.8639267467821473
-0.08577124338343947,-0.4511077369988722,0.864031334781265
-0.08571107496587785,-0.4510245416548698,0.8639736682475638
-0.08599380141023857,-0.4513680579711903,0.8642023948330878
-0.029039734825973232,-0.28574228610994706,0.9619009369372171
-0.06431862892964306,-0.41711639143448903,0.886954938510021
-0.058589573266599956,-0.4231156452962909,0.8857786188904764
-0.08566796727741469,-0.45096167445946717,0.8639294467329428
-0.08569372067841821,-0.4509853390659803,0.8639434864770797
-0.08567457071356942,-0.4509677423072911,0.8639330466673372
-0.08567655174441581,-0.4509695626616383,0.8639341266476553
-0.08692189703308345,-0.448398140782847,0.8645386244365597
-0.1753350566515159,-0.35323103605876677,0.8831258005193873
-0.2036022196428574,-0.3265779367968072,0.8881513890486771
-0.08570032411457301,-0.4509914069138041,0.8639470864114743
-0.08568447586780156,-0.45097684407902666,0.8639384465689279
-0.08568051380610872,-0.45097320337033237,0.8639362866082916
-0.09299599204280762,-0.3871465749158871,0.8927492867643148
-0.09299547752495894,-0.3871461508227645,0.8927506819721044
-0.09299599204280762,-0.3871465749158871,0.8927492867643148
-0.13642941864174307,-0.36301877439065744,0.8899031678294722
-0.08589885838339617,-0.45120639677093033,0.8640843287590747
-0.08567080675496122,-0.45096428363403135,0.8639309947047321
-0.08566664659018375,-0.4509604608899025,0.863928726746064
-0.08567060865187649,-0.45096410159859673,0.8639308867067006
-0.09299714970796702,-0.3871475291254134,0.8927461475467885
-0.09299714970796702,-0.3871475291254134,0.8927461475467885
-0.09299547752495894,-0.3871461508227645,0.8927506819721044
-0.09299547752495894,-0.3871461508227645,0.8927506819721044
-0.09299547752495894,-0.3871461508227645,0.8927506819721044
-0.09299547752495894,-0.3871461508227645,0.8927506819721044
-0.06169429455058844,-0.002830365998554296,1.0310179525586096
-0.08056747675160306,-0.33759243997520727,0.8584392106380558
-0.4466802113199147,-0.016024969686180526,0.8045558083407917
-0.4861554313327015,0.056114953099608816,0.8271350698643123
-0.4861554313327015,0.056114953099608816,0.8271350698643123
-0.03363791934948617,-0.3441795558926528,0.7326790713677305
-0.3253155595271411,-0.06748262672489722,0.7062923973601003
-0.21055246652005993,-0.1813015396492871,0.673211710954974
-0.279493843794373,-0.116727789183353,0.6860413672867915
-0.6130524682227825,0.22270001660937125,0.7490518491518131
-0.07121154996655155,-0.3536191057153166,0.5955183256610659
-0.23941062045102707,-0.1435166197491474,0.6369926477853584
-0.3130883798708848,-0.04312431209928049,0.6457709518434793
-0.1840417111204325,-0.2191988862624036,0.5734888185253447
-0.4274068594523816,0.0598934760675862,0.6336516828575792
-0.4235835698844474,0.05589720836906771,0.6328782612845597
-0.605190219350215,0.2457213775489742,0.6696123258696545
-0.2572708686681999,-0.11793898301620236,0.5992309627248891
-0.27750237151686263,-0.08356843677302969,0.5627668371933259
0.1746626849096712,-0.09376832570674275,0.6029762085656376
-0.17647264874018578,-0.07499741099577745,0.5774807180056565
-0.23884086793062737,-0.11464432358867756,0.5315802115181373
-0.5988988570217023,0.26414034278501014,0.6060600939533741
-0.05392352703704676,-0.24987425455478843,0.5097616649860969
-0.16529473766374933,-0.14122978088973137,0.48962670791249435
-0.04708435250354895,-0.23167242153265857,0.4726058325888014
-0.30304689963897385,0.021464072900849368,0.46859719572613195
-0.35863871258173474,0.04942213538151696,0.46096164381489835
-0.40963879545253035,0.10028463672845091,0.471424978434577
-0.07968069074632511,-0.23484711544834744,0.4112548201225365
-0.11149720221667582,-0.2077085867710288,0.41405323763237106
-0.07586469042654928,-0.23885672547815787,0.41048974689017587
-0.019085035832474905,-0.2770260539820128,0.41070289134780447
-0.2631803928802022,-0.04300219889587348,0.44836887714061535
-0.6283418692019589,0.33859231952569313,0.5222511500947888
-0.03830872904060883,-0.2202022113656512,0.41408611503093967
-0.17535981851549165,-0.10512703928863246,0.4172979314559252
-0.19596766966001883,-0.09303048357455071,0.4106284721580273
-0.11757924699397605,-0.15162321781935945,0.3992517088142637
-0.05892263985337383,-0.247466145268007,0.37462447381330394
0.09207350941046144,-0.11435811055981833,0.42450141537280434
-0.14405006872237539,-0.14054415937293863,0.39176506706206393
-0.38890798549492217,0.09661301418845007,0.43423428401545433
-0.04209056729671751,-0.18175400907163558,0.3589572821138264
-0.10800423084548638,-0.14970397552623907,0.35719835468951006
-0.08782651443364108,-0.15881845816308776,0.3425906482826682
-0.01365246570294418,-0.15642433907823267,0.34833743509595844
-0.023907604397462343,-0.14976977528524438,0.3401176232871355
-0.1956448729153226,-0.08708852840243375,0.34123195300183634
-0.10007923287555745,-0.15619170612310507,0.32961133879220655
-0.11276660646456398,-0.13229543259833706,0.3190185239343794
-0.11791702320283119,-0.14643737772960067,0.30941259522475706
-0.0291316266513117,-0.14757460454716062,0.31128990088027186
-0.35589434410494053,0.09453662149207122,0.3467155454556648
0.0230305394120939,-0.13727982878925155,0.3098773148648822
-0.27249300577589636,0.03228863724933531,0.3148300890509226
-0.08857783841787702,-0.15159222623555493,0.27310210198569
-0.011474782256758468,-0.09998816647274275,0.2877870202706641
-0.16089863318673714,-0.09401458749214765,0.26535890614226265
-0.5887344207319618,0.3502648399593392,0.3517617625588964
-0.025683196882168396,-0.22874263846908907,0.244665881481173
-0.3296668619841668,0.08893752890362239,0.3061343302898954
-0.3345682059658102,0.08447862906934425,0.3009909380565455
-0.15507561204552986,0.0952299312494388,0.3165128288022949
0.192400834853057,-0.017055826307934622,0.317067800179826
-0.029531414197582876,-0.11320613415928636,0.27298620322788086
-0.007360394717654772,-0.17366334277997417,0.2524290881854789
0.08004775841053902,-0.04153696186299275,0.28867874808447547
-0.03991415810330763,-0.21588757685203003,0.2258264478219
0.05075083287283527,-0.10274828698538392,0.2679997256713075
-0.3349553425377676,0.1695411787391229,0.30058995126801413
-0.07807796432371546,-0.13682610010427051,0.22973344364211146
-0.19593461760541248,0.013771038242275305,0.2682632058124151
-0.45102415117164374,0.239234715728573,0.29832509346069247
-0.1268252723255334,-0.08248255034429368,0.2325041706054491
-0.007813557576058297,-0.14929736491303622,0.2202403017166463
-0.18394131318824827,-0.01697237082024236,0.23613327062816963
-0.11431478524447897,-0.08019442732310118,0.2229195883038547
-0.088484362227911,-0.15223042248954108,0.19984694246043813
-0.20469047369183493,-0.02498198976431802,0.22061181549258604
-0.3035600905147077,0.08306941937299205,0.24188897997313205
-0.06090495819537652,-0.17076549323946238,0.19127621066059725
-0.2886145786489576,0.059359040901859186,0.23508986224911274
0.27817798139077565,0.05768719177987812,0.281762180560507
-0.28371156625002947,0.05859484139637998,0.2225892510569559
-0.05140089052908266,-0.0645586487375152,0.2095907525896931
-0.07892879677085796,-0.13643858843357795,0.18375109231607004
0.08454532772018666,-0.12047671248903725,0.19806929253526967
-0.04758683220043289,-0.1842091481691609,0.1650837458069518
-0.24280444379924992,0.0599270298521029,0.22073681285156585
-0.039816242641681696,-0.04451397315683627,0.20697114143088974
0.25489877625717294,0.06790240633745033,0.26475041068784894
-0.25041023209123964,0.044220911433075966,0.20377202253304025
